City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
578,Dzilam Gonzalez,MX,76.3,clear sky,21.2833,-88.9333,posadas
584,Port Moresby,PG,82.78,broken clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
588,Dali,CN,70.11,overcast clouds,25.7,100.1833,Dali Travelling With Hostel
589,Fossombrone,IT,73.78,overcast clouds,43.6908,12.8127,B&B Camera con vista
593,Mnogovershinnyy,RU,73.22,overcast clouds,53.9353,139.9242,Obshchezhitiye 14
594,Kloulklubed,PW,81.1,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
595,Manoel Urbano,BR,76.53,scattered clouds,-8.8389,-69.2597,Baixada Beira Rio
596,Santa Cruz,BO,74.66,clear sky,-17.8,-63.1667,Aviador Hotel Boutique
597,Ibotirama,BR,72.23,scattered clouds,-12.1853,-43.2206,Serra do Rio Hotel
598,Clearlake,US,80.58,broken clouds,38.9582,-122.6264,Americas Best Value Inn & Suites Clearlake Wine Country
600,Chlorakas,CY,77.88,clear sky,34.8042,32.4083,Elysium Hotel
605,Provost,CA,77.45,broken clouds,52.3501,-110.2683,Provost Motor Inn
606,Nishihara,JP,87.08,broken clouds,26.1842,127.7558,Minshuku Agaihama
609,Roma,US,73.26,clear sky,43.2128,-75.4557,Wingate By Wyndham Rome
610,Linjiang,CN,89.62,broken clouds,41.8069,126.9078,格林豪泰
612,Umm Lajj,SA,85.95,broken clouds,25.0213,37.2685,Moon light Furnished Units
613,Pyay,MM,75.58,overcast clouds,18.8167,95.2167,Shwe Pyi Thar
614,Romitan,UZ,80.55,clear sky,39.9343,64.3814,Hotel Temur
620,Yarmouth,US,76.17,broken clouds,41.7057,-70.2286,Blue Rock Resort
624,Rolla,US,79.14,clear sky,37.9514,-91.7713,"Holiday Inn Express & Suites Rolla - Univ of Missouri S&T, an IHG Hotel"
627,Loandjili,CG,70.83,overcast clouds,-4.7561,11.8578,Résidence ARCHANGE
628,Palmas Bellas,PA,78.1,overcast clouds,9.2319,-80.0867,Estación de Chagres
630,Labuan,MY,87.96,few clouds,5.2767,115.2417,Tiara Labuan Hotel
632,Gizo,SB,83.14,light rain,-8.103,156.8419,Imagination Island
633,Fukue,JP,86.36,few clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
635,Bontoc,PH,72.82,overcast clouds,17.0899,120.978,Chen's Maligcong Homestay
641,Taiyuan,CN,80.46,overcast clouds,37.8694,112.5603,Jinjiang Inn
642,Findlay,US,75.65,clear sky,41.0442,-83.6499,Drury Inn & Suites Findlay
643,Caborca,MX,87.49,clear sky,30.5838,-111.101,Hotel Los Lagos
644,Hyeres,FR,74.41,broken clouds,43.1167,6.1167,Hôtel des Palmiers
647,Malindi,KE,75.4,broken clouds,-3.2175,40.1191,African House Resort
649,La Ciotat,FR,74.55,overcast clouds,43.1748,5.6045,ibis La Ciotat
650,Pundaguitan,PH,84.38,overcast clouds,6.3711,126.1689,Leonardo Family Beach House 1
652,Zhangye,CN,79.16,overcast clouds,38.9342,100.4517,Zhangye Lvzhou Holiday Inn
656,Port Blair,IN,83.75,overcast clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
657,Sabha,LY,81.54,clear sky,27.0377,14.4283,Foundation Taaj Asala for Historical Research and Archeology
658,Mayo,US,81.01,scattered clouds,38.8876,-76.5119,Resorts Resource Group International
659,Buluang,PH,84.6,overcast clouds,13.3068,123.3425,Enon Beach Resort
660,Sawtell,AU,70.18,clear sky,-30.3833,153.1,Island Beach House Sawtell
661,Siocon,PH,86.38,overcast clouds,7.7061,122.1353,ABS Hotel
665,Crestview,US,87.24,clear sky,30.7621,-86.5705,"Holiday Inn Express & Suites Crestview South I-10, an IHG Hotel"
666,Gasa,PS,78.78,clear sky,31.5,34.4667,رابطة الفنانين الفلسطينيين
