City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
240,Nabire,ID,-3.3667,135.4833,86.68,61,56,3.42,broken clouds
241,Salinas,US,36.6777,-121.6555,84.15,74,1,11.5,clear sky
242,Pangody,RU,65.85,74.4859,52.65,65,100,11.63,overcast clouds
243,Muravlenko,RU,63.7898,74.523,54.27,62,75,13.11,broken clouds
244,Lodwar,KE,3.1191,35.5973,77.7,46,100,9.31,overcast clouds
245,Longyearbyen,SJ,78.2186,15.6401,42.64,93,90,0.0,overcast clouds
246,Victoria,HK,22.2855,114.1577,92.97,79,99,1.01,overcast clouds
247,Panguna,PG,-6.3164,155.4848,79.7,71,32,1.74,light rain
248,Chicama,PE,-7.8447,-79.1469,65.68,86,62,6.87,broken clouds
249,Kampong Chhnang,KH,12.1667,104.55,86.18,63,52,4.56,broken clouds
250,Chapais,CA,49.7834,-74.8492,51.58,92,100,6.24,overcast clouds
251,Pauini,BR,-7.7136,-66.9764,78.8,61,74,3.0,broken clouds
252,Touros,BR,-5.1989,-35.4608,72.5,88,8,8.97,clear sky
253,Beroroha,MG,-21.6667,45.1667,56.41,83,2,3.71,clear sky
254,Sena Madureira,BR,-9.0656,-68.6569,76.93,67,28,2.35,scattered clouds
255,Viedma,AR,-40.8135,-62.9967,42.82,64,100,24.02,overcast clouds
256,Tuatapere,NZ,-46.1333,167.6833,53.82,64,16,6.42,few clouds
257,Acarau,BR,-2.8856,-40.12,78.4,80,9,15.9,clear sky
258,Henties Bay,NA,-22.116,14.2845,67.86,44,0,5.41,clear sky
259,Vestmannaeyjar,IS,63.4427,-20.2734,50.86,80,100,13.22,overcast clouds
260,Deputatskiy,RU,69.3,139.9,48.45,63,99,5.3,overcast clouds
261,Nouadhibou,MR,20.931,-17.0347,70.2,84,6,22.39,clear sky
262,Shache,CN,38.4167,77.2406,90.91,23,100,2.77,overcast clouds
263,Shingu,JP,33.7333,135.9833,85.19,57,93,2.42,overcast clouds
264,Macusani,PE,-14.0833,-70.4333,34.16,80,0,3.4,clear sky
265,Etropole,BG,42.8333,24.0,69.87,46,10,4.0,clear sky
266,Terrace Bay,CA,48.7834,-87.1,60.42,78,100,10.09,overcast clouds
267,Codrington,AU,-38.2667,141.9667,55.54,64,100,20.6,overcast clouds
268,Alofi,NU,-19.0595,-169.9187,80.49,69,40,6.91,scattered clouds
269,Maniitsoq,GL,65.4167,-52.9,51.94,78,100,15.23,overcast clouds
270,Grindavik,IS,63.8424,-22.4338,49.95,93,90,10.36,light rain
271,Cikupa,ID,-6.2364,106.5083,86.34,67,0,1.3,clear sky
272,Tabuk,PH,17.4189,121.4443,85.82,69,95,2.93,overcast clouds
273,Todos Santos,MX,23.45,-110.2167,90.3,84,5,7.14,clear sky
274,Norman Wells,CA,65.282,-126.8329,64.44,52,90,9.22,overcast clouds
275,Durban,ZA,-29.8579,31.0292,54.01,83,20,3.0,few clouds
276,Damavand,IR,35.7178,52.065,69.64,36,0,2.06,clear sky
277,Kishi,NG,9.0833,3.85,69.84,88,100,9.84,overcast clouds
278,Makakilo City,US,21.3469,-158.0858,86.32,56,20,8.05,few clouds
279,Mahebourg,MU,-20.4081,57.7,68.29,88,75,10.36,light rain
280,North Bend,US,43.4065,-124.2243,69.24,90,90,16.11,overcast clouds
281,Dingle,PH,10.9995,122.6711,87.57,65,50,16.91,light rain
282,Ambon,ID,-3.6954,128.1814,82.54,83,20,4.61,few clouds
283,Erdenet,MN,49.0333,104.0833,65.1,57,83,2.06,broken clouds
284,Nadym,RU,65.5333,72.5167,54.77,58,100,5.79,overcast clouds
285,Sur,OM,22.5667,59.5289,90.48,53,42,14.45,scattered clouds
286,Akyab,MM,20.15,92.9,79.86,86,100,19.06,light rain
287,Merauke,ID,-8.4667,140.3333,80.4,73,100,11.36,overcast clouds
288,Bhasawar,IN,27.0333,77.0333,85.37,74,92,9.84,overcast clouds
289,Alirajpur,IN,22.3031,74.3546,75.88,88,100,13.18,very heavy rain
290,Verkhoyansk,RU,67.5447,133.385,62.71,60,77,13.85,broken clouds
291,Belaya Gora,RU,68.5333,146.4167,59.5,40,56,10.87,broken clouds
292,Cabedelo,BR,-6.9811,-34.8339,74.07,83,2,8.9,clear sky
293,Ribeira Grande,PT,38.5167,-28.7,70.97,89,95,8.86,overcast clouds
294,Tondano,ID,1.3038,124.9112,84.29,53,100,5.75,overcast clouds
295,Rodrigues Alves,BR,-7.738,-72.6509,75.51,71,6,1.14,clear sky
296,Dhidhdhoo,MV,6.8833,73.1,81.66,77,100,16.13,overcast clouds
297,Balkhash,KZ,46.844,74.9804,72.21,40,0,22.37,clear sky
298,Sao Joao Da Barra,BR,-21.6403,-41.0511,70.54,84,0,14.9,clear sky
299,Fortuna,US,40.5982,-124.1573,81.19,93,90,12.66,overcast clouds
300,Kudahuvadhoo,MV,2.6708,72.8944,81.18,74,100,6.78,heavy intensity rain
301,Vila,PT,42.0304,-8.1588,56.75,90,34,2.1,scattered clouds
302,Taunggyi,MM,20.7833,97.0333,64.31,97,100,6.35,overcast clouds
303,San Andres,CO,12.5847,-81.7006,82.42,78,40,5.75,scattered clouds
304,Naron,ES,43.5167,-8.1528,65.01,95,10,4.16,clear sky
305,Baykit,RU,61.67,96.37,81.88,39,1,7.63,clear sky
306,Eureka,US,40.8021,-124.1637,59.13,82,100,1.01,overcast clouds
307,Nizhniy Tsasuchey,RU,50.5167,115.1333,66.9,67,100,7.74,light rain
308,Esperance,AU,-33.8667,121.9,55.24,70,90,37.02,overcast clouds
309,Pacific Grove,US,36.6177,-121.9166,77.58,83,1,4.0,clear sky
310,Mahon,ES,39.8885,4.2658,73.96,73,0,8.05,clear sky
311,Ilulissat,GL,69.2167,-51.1,57.22,58,20,6.91,light rain
312,Virginia Beach,US,36.8529,-75.978,77.02,84,90,5.75,overcast clouds
313,Krabi,TH,8.0726,98.9105,88.0,70,40,11.5,scattered clouds
314,Mundra,IN,22.85,69.7333,82.65,83,91,23.78,overcast clouds
315,Anzio,IT,41.4853,12.6179,80.73,64,37,5.97,scattered clouds
316,Nova Olimpia,BR,-14.7972,-57.2881,76.98,40,3,3.91,clear sky
317,Waddan,LY,29.1614,16.139,74.61,54,0,11.1,clear sky
318,Tutoia,BR,-2.7619,-42.2744,79.38,81,41,10.29,scattered clouds
319,Berbera,SO,10.4396,45.0143,87.89,37,94,25.12,overcast clouds
320,Quelimane,MZ,-17.8786,36.8883,58.95,94,20,5.75,light rain
321,Nyurba,RU,63.2842,118.3319,82.2,50,0,6.17,clear sky
322,Mujiayingzi,CN,42.1167,118.7833,73.51,74,100,1.43,overcast clouds
323,Mastic Beach,US,40.7668,-72.8521,78.13,85,1,5.99,clear sky
324,Nelson,NZ,-41.2833,173.2833,57.69,91,90,4.0,overcast clouds
325,Sorland,NO,67.667,12.6934,53.28,94,24,13.15,few clouds
326,Gorontalo,ID,0.5412,123.0595,86.14,58,93,6.44,overcast clouds
327,Manaure,CO,11.7751,-72.4445,82.33,75,83,10.36,light rain
328,Airai,TL,-8.9266,125.4092,75.22,25,58,4.9,broken clouds
329,Olinda,BR,-8.0089,-34.8553,71.33,88,75,4.61,mist
330,Bhag,PK,29.0415,67.8239,94.69,49,100,10.2,overcast clouds
331,Lata,PT,40.1629,-8.3327,63.91,98,55,2.66,broken clouds
332,Astoria,US,46.1879,-123.8313,77.02,80,20,1.01,few clouds
333,Sao Jeronimo,BR,-29.9592,-51.7222,66.54,99,100,2.89,moderate rain
334,Guerrero Negro,MX,27.9769,-114.0611,70.48,73,0,16.93,clear sky
335,Christchurch,NZ,-43.5333,172.6333,54.0,64,20,3.0,few clouds
336,Jeremie,HT,18.65,-74.1167,81.43,76,94,2.66,overcast clouds
337,Khairpur Nathan Shah,PK,27.0936,67.7337,94.26,51,88,13.49,overcast clouds
338,Nautla,MX,20.2167,-96.7833,80.13,79,4,6.85,clear sky
339,Margate,GB,51.3813,1.3862,64.04,93,100,3.0,overcast clouds
340,Marijampole,LT,54.5667,23.35,68.07,92,100,6.62,light rain
341,Arraial Do Cabo,BR,-22.9661,-42.0278,70.05,84,0,25.95,clear sky
342,Corner Brook,CA,48.9667,-57.9484,64.53,92,94,7.54,overcast clouds
343,Portland,US,45.5234,-122.6762,88.45,46,40,1.99,scattered clouds
344,Mehamn,NO,71.0357,27.8492,48.16,82,35,5.86,scattered clouds
345,Hamilton,US,39.1834,-84.5333,78.37,70,1,1.01,clear sky
