City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
635,Kulhudhuffushi,MV,80.82,overcast clouds,6.6221,73.07,Hondaafushi Island Resort
636,Kuala Terengganu,MY,76.95,moderate rain,5.3302,103.1408,Hotel Grand Continental Kuala Terengganu (4 Star)
637,Bubaque,GW,80.58,light rain,11.2833,-15.8333,"Casa Dora, Bubaque"
639,Puerto Penasco,MX,86.92,clear sky,31.3167,-113.5333,Playa Bonita Resort
643,Ouesso,CG,76.91,overcast clouds,1.6136,16.0517,ABENIE Hotel
644,Rosetta,EG,78.62,clear sky,31.4044,30.4164,Green Valley
645,Nouadhibou,MR,71.58,sand,20.931,-17.0347,El Medina
647,Souris,CA,78.66,clear sky,49.6172,-100.2612,The Souris Hotel
648,Terra Santa,BR,88.0,overcast clouds,-2.1042,-56.4869,Hotel Sarah
649,Vila Franca Do Campo,PT,70.21,scattered clouds,37.7167,-25.4333,Pestana Bahia Praia
650,Zhuanghe,CN,73.44,broken clouds,39.7008,122.9911,Hanting Express Dalian Zhuanghe Qiansheng
652,Pangai,TO,75.31,broken clouds,-19.8,-174.35,Ha'apai Beach Resort
658,Yamasaki,JP,75.67,overcast clouds,35.0,134.55,Izawa village
659,Maragogi,BR,74.21,broken clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
660,Matay,EG,85.12,clear sky,28.419,30.7792,Nag Aespen
662,Creel,MX,76.23,broken clouds,27.75,-107.6333,The Lodge at Creel Hotel & SPA
663,Yabrud,SY,71.26,clear sky,33.9674,36.6574,المنزل
665,Srandakan,ID,72.23,few clouds,-7.9386,110.2506,Puri Brata
666,Laibin,CN,82.24,broken clouds,23.7,109.2667,GreenTree Alliance Laibin Railway Station Hotel
671,Erzin,TR,81.0,clear sky,36.9559,36.2,Artemis Otel
673,Ashqelon,IL,82.81,clear sky,31.6693,34.5715,Leonardo Ashkelon
674,North Bend,US,79.25,mist,43.4065,-124.2243,Red Lion Hotel Coos Bay
676,Ortakoy,TR,70.05,clear sky,38.7373,34.0387,Berilhan Hotel
677,Teahupoo,PF,76.96,few clouds,-17.8333,-149.2667,Vanira Lodge
680,Araguaina,BR,86.81,broken clouds,-7.1911,-48.2072,Hotel São Vicente
683,Jardim,BR,86.81,broken clouds,-21.4803,-56.1381,Estancia Hotel - Jardim MS
686,Kanker,IN,77.54,overcast clouds,20.2719,81.4931,STARiHOTEL Kanker
687,Arak,IR,78.46,clear sky,34.0917,49.6892,خانه سازمانهای غیر دولتی استان مرکزی
689,Auki,SB,77.49,overcast clouds,-8.7676,160.7034,Auki Motel
693,Acarau,BR,80.04,scattered clouds,-2.8856,-40.12,castelo pizzaria
694,Perambalur,IN,83.79,overcast clouds,11.2333,78.8833,Shree Nivasa Rooms
695,Port Antonio,JM,87.71,overcast clouds,18.18,-76.4612,The Trident Hotel
700,Karatau,KZ,77.94,clear sky,43.1667,70.4667,Baza Zika
702,Thoen,TH,71.56,overcast clouds,17.6129,99.2161,Nakornthoen Hotel
706,Boa Vista,BR,87.78,broken clouds,2.8197,-60.6733,Aipana Plaza Hotel
709,Gwadar,PK,82.06,broken clouds,25.1216,62.3254,Sadaf Resort
716,Tucurui,BR,84.25,scattered clouds,-3.7661,-49.6725,BBB Rooms Centro Tucurui PA
717,Pisco,PE,71.02,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
718,Kralendijk,BQ,87.78,few clouds,12.15,-68.2667,Divi Flamingo Beach Resort & Casino
720,Pingdingshan,CN,77.88,few clouds,33.7385,113.3012,Chengfu Hotel
721,Ambulu,ID,70.03,clear sky,-8.345,113.6058,Hotel Ambulu Jember
725,Wanning,CN,80.35,broken clouds,18.8003,110.3967,Paradise Hotel
